id,date,region,address,location,floor,room,sold_price(HKD),actual_area(ft.),built_area(ft.),actual_price(HKD/ft.),built_price(HKD/ft.),source
d2bfa2024b567af82647ed7e92bdb7cd,01/10/2024,黃埔,海濱南岸,1座,low,F,20500,432.0,559.0,47.0,37.0,中原網頁
e4f5fbc140104f50873008d5f454e802,01/10/2024,薄扶林,置富花園,富安苑(H-3座),low,E,15000,439.0,518.0,34.0,29.0,中原網頁
fbbf7f0606e7c8d88f7f6004c9a6590a,01/10/2024,愉景灣,愉景灣,翠蘆(5座),low,A,26000,893.0,1165.0,29.0,22.0,中原網頁
b5fab4d12e902825d6182bc90e709bfd,01/10/2024,上環,尚賢居,尚賢居,low,C,19500,337.0,484.0,58.0,40.0,中原網頁
6e1efa019baa2a1bcedcf6eca2ab53a2,01/10/2024,藍田,麗港城,1座,low,E,21000,687.0,857.0,31.0,25.0,利嘉閣網頁
81280d124de120412b9af64c8461133c,01/10/2024,太古城,太古城,彩天閣(58座),middle,A,32000,760.0,876.0,42.0,37.0,中原網頁
d77791b37c9fe29d328a71aed608f17f,01/10/2024,奧運站,浪澄灣,2座,low,D,23000,564.0,752.0,41.0,31.0,利嘉閣網頁
298909d7da9956f37a7e3dbac942f556,01/10/2024,沙田第一城,沙田第一城,7座,low,E,19800,504.0,594.0,39.0,33.0,中原網頁
3d459f65f2f580f247fef614862b9121,01/10/2024,東涌市中心,藍天海岸,5座,low,F,15000,388.0,550.0,39.0,27.0,中原網頁
bdf72aa46b5368ec78e8f929241d3acd,01/10/2024,調景嶺,維景灣畔,5座,low,H,19500,513.0,690.0,38.0,28.0,中原網頁
f4ed033577c425fac2a295663d10fd1c,01/10/2024,馬鞍山,新港城,D座,low,6,14500,321.0,405.0,45.0,36.0,中原網頁
5cca2c0a9af2795bd8a24994d0f847c8,01/10/2024,北角半山,賽西湖大廈,15座,middle,C,54000,1090.0,1260.0,50.0,43.0,中原網頁
892122a5b2028723b5f2380d1fc02c41,01/10/2024,東半山,玫瑰新邨,C座,middle,1,75000,2090.0,2300.0,36.0,33.0,中原網頁
87b700e60efe8cf11997b8cd05a52576,01/10/2024,九龍灣,德福花園,G座,middle,12,17500,517.0,578.0,34.0,30.0,中原網頁
90ca30adcb961f4fb27cee610d18f6d1,01/10/2024,北角半山,峰景大廈,A-B座,low,A,58000,1733.0,2110.0,33.0,27.0,利嘉閣網頁
7f22a4cc761af16bab663bcd42e39fd2,01/10/2024,荃灣半山,朗逸峰,10座,middle,B,28000,931.0,1218.0,30.0,23.0,中原網頁
87f1b776664d5c98218bb8678730b5e3,01/10/2024,四小龍,碧海藍天,3座,middle,F,20500,496.0,664.0,41.0,31.0,利嘉閣網頁
fcbe54773447acceb0b2c0723db816f4,01/10/2024,粉嶺,牽晴間,10座,low,C,13600,429.0,587.0,32.0,23.0,中原網頁
4d36c9c8133bbd2fb6e67ec6c621ec05,01/10/2024,錦田,爾巒,茵娜大道6座,middle,B,19000,649.0,835.0,29.0,23.0,中原網頁
b946d2265d038f14a4ca36dc37ed7b5f,01/10/2024,兆康,兆康苑,兆昌閣(L座),middle,3,12500,467.0,567.0,27.0,22.0,中原網頁
06a84a90fbade84d8a1cbe25965de092,01/10/2024,西半山,學士臺,2座,middle,A,15500,531.0,620.0,29.0,25.0,中原網頁
625ea334ecfa04767b4ec49233a37ccf,01/10/2024,粉嶺,御皇庭,1座,low,C,12300,532.0,743.0,23.0,17.0,中原網頁
f09a3581043c02013c9a1b3322bcd6da,01/10/2024,跑馬地,比華利山,F座,low,2,55000,1346.0,1630.0,41.0,34.0,中原網頁
65b45ad2092acd6e4202baa51d0fe747,01/10/2024,將軍澳,君傲灣,3座,low,G,18500,452.0,594.0,41.0,31.0,利嘉閣網頁
10bd1ec63446249ec8c9c8cca8ebd32d,01/10/2024,沙田,希爾頓中心,A座,middle,5,13000,274.0,437.0,47.0,30.0,利嘉閣網頁
025629842180425422d753bf394ea95e,01/10/2024,新蒲崗,譽．港灣,6座,middle,F,23500,545.0,707.0,43.0,33.0,中原網頁
1e41799b24062a67661a3e0698b6ce9f,01/10/2024,深井,麗都花園,4座,low,C,15000,617.0,763.0,24.0,20.0,中原網頁
972aeca4cbe79858ebe7182870e93a45,01/10/2024,將軍澳,君傲灣,2座,low,F,18500,438.0,593.0,42.0,31.0,利嘉閣網頁
ef0c3691a368c800495faddb868fa87f,01/10/2024,西半山,杏彤苑,杏彤苑,low,C,49000,1177.0,1538.0,42.0,32.0,中原網頁
3041bda15e71f3deb80eb1ccc94fcddc,01/10/2024,美孚,美孚新邨,百老匯街5-7號,low,5號A,24300,719.0,986.0,34.0,25.0,中原網頁
c3cdcb1f5845c63bb29e564eca5f1e0c,01/10/2024,火炭,駿景園,11座,middle,H,30000,1039.0,1206.0,29.0,25.0,中原網頁
155edad43110f596bb61f4ce9d17b262,01/10/2024,粉嶺,花都廣場,5座,middle,B,14000,526.0,707.0,27.0,20.0,中原網頁
93ff7ab2bb76084292129d22c7f6823a,01/10/2024,屯門市中心,屯門市廣場,3座,low,K,11600,393.0,549.0,30.0,21.0,中原網頁
226a6ccbe07e05c83eeaef92362e9c22,01/10/2024,馬鞍山,新港城,N座,middle,5,19000,503.0,671.0,38.0,28.0,中原網頁
2c6efd171f63005d0b05fda3a74e6c68,01/10/2024,京士柏,君頤峰,1座,low,D,36500,842.0,1119.0,43.0,33.0,中原網頁
b72f8d4b7f1836f9ee897a0effd4d889,01/10/2024,海怡,海怡半島,御盈居(26座),middle,H,29500,736.0,922.0,40.0,32.0,中原網頁
18780ca42256786ca34c0b5d9dac1c0b,01/10/2024,錦田,爾巒,茵羅洛斯大道3座,low,A,26800,1087.0,1380.0,25.0,19.0,中原網頁
7031a957a3deeec98d4c6a1eb5ce7833,01/10/2024,跑馬地,萬俊花園,萬俊花園,low,A,10800,203.0,338.0,53.0,32.0,中原網頁
8a87b2f3221ce308d4f5ae4b28a7e15b,01/10/2024,黃大仙,現崇山,1座,low,C,32500,764.0,980.0,43.0,33.0,中原網頁
209507ee4cc4a76872077ab701bb561e,01/10/2024,西營盤,縉城峰,2座,low,E,30000,459.0,623.0,65.0,48.0,中原網頁
ceb1a601a45656be717832f5f53ac286,01/10/2024,西半山,雍景臺,1座,middle,A,41000,893.0,1094.0,46.0,37.0,中原網頁
b9a36982675ee31f4683694dcbebc2bf,01/10/2024,屯門市中心,錦華花園,A座,low,7,12500,330.0,459.0,38.0,27.0,利嘉閣網頁
45b9575995a62243841cd67f1c5ca625,01/10/2024,元朗站,采葉庭,9座,low,H,11500,460.0,606.0,25.0,19.0,中原網頁
6374a506b49e14a6bdb96f3d0f89020d,01/10/2024,杏花邨,杏花邨,40座,middle,1,31500,826.0,974.0,38.0,32.0,中原網頁
0f8daecfcee3f63cdbed485fd5566c81,01/10/2024,青衣,美景花園,7座,low,E,13800,401.0,519.0,34.0,27.0,中原網頁
b2a3fa28dd021dda939f99501ab3c233,01/10/2024,杏花邨,杏花邨,13座,low,8,17000,475.0,583.0,36.0,29.0,中原網頁
829ea15f4e54d732f16f3b7a69673153,01/10/2024,大圍,金獅花園,金康閣(A座),middle,3,12300,285.0,492.0,43.0,25.0,中原網頁
f4657e331d2cff375abe214da3cde953,01/10/2024,愉景灣,愉景灣,寶安閣,middle,A,10500,546.0,629.0,19.0,17.0,中原網頁
9af584aefa27486481ca3d32b3f76b3f,01/10/2024,西半山,慧豪閣,1座,middle,D,25000,447.0,589.0,56.0,42.0,中原網頁
f189484d7ae9b313d3495dd3117237fc,01/10/2024,堅尼地城,泓都,1座,low,D,22000,470.0,659.0,47.0,33.0,中原網頁
a325bb179dadf5b16549ebec59c72d98,01/10/2024,大埔市中心,大埔廣場,宜盛閣(5座),middle,D,14000,488.0,575.0,29.0,24.0,中原網頁
3e019f6365a8c67dabb5fdf16e1bca59,01/10/2024,將軍澳,將軍澳中心,9座,middle,B,17000,437.0,581.0,39.0,29.0,中原網頁
64db75ee3801ada420eba9db0a96311f,01/10/2024,屯門碼頭,邁亞美海灣,2座,middle,E,12300,469.0,617.0,26.0,20.0,中原網頁
10e45d464dc36fc87002a506a7f12bba,01/10/2024,屯門市中心,屯門市廣場,1座,low,C,12300,327.0,448.0,38.0,27.0,中原網頁
61a96f09280459d60fda1b1d30d174a0,01/10/2024,奧運站,浪澄灣,2座,middle,E,24000,559.0,750.0,43.0,32.0,中原網頁
d3e0a7e1cb9d021ad97049856ffeac2e,01/10/2024,杏花邨,杏花邨,41座,low,6,24000,645.0,766.0,37.0,31.0,中原網頁
